,v2_impactScore,v2_accessVector,v2_userInteractionRequired,v2_accessComplexity,v2_baseScore,v3_score
2988,2.9,1,0,0.71,5.0,7.5
2989,6.4,1,0,0.71,6.5,7.2
2990,6.4,0.395,0,0.71,4.6,7.8
2991,6.4,1,0,0.71,7.5,9.8
2992,6.4,1,0,0.71,6.5,7.2
2993,2.9,1,0,0.71,4.0,6.5
2994,2.9,1,0,0.71,5.0,5.3
2995,6.4,0.395,0,0.71,4.6,7.8
2996,4.9,1,0,0.71,6.4,9.1
2997,2.9,1,1,0.61,4.3,6.1
2998,6.4,1,0,0.71,7.5,9.8
2999,2.9,1,0,0.71,5.0,7.5
3000,10.0,1,0,0.71,10.0,9.8
3001,6.4,1,0,0.71,7.5,9.8
3002,2.9,1,0,0.71,5.0,5.3
3003,6.4,0.395,0,0.71,4.6,7.8
3004,6.4,0.395,0,0.71,4.6,7.8
3005,2.9,1,0,0.71,5.0,7.5
3006,6.4,1,1,0.61,6.8,7.8
3007,2.9,1,0,0.71,5.0,7.5
3008,6.4,1,0,0.71,7.5,9.8
3009,6.4,1,1,0.61,6.8,7.8
3010,2.9,0.395,0,0.71,2.1,3.3
3011,6.4,1,0,0.71,7.5,9.8
3012,2.9,1,0,0.71,5.0,7.5
3013,2.9,1,1,0.61,4.3,6.1
3014,6.4,0.395,0,0.71,4.6,7.8
3015,6.4,1,0,0.71,6.5,8.8
3016,4.9,1,0,0.71,6.4,9.1
3017,6.4,1,1,0.61,6.8,7.8
3018,6.4,1,0,0.71,7.5,9.8
3019,2.9,1,0,0.71,5.0,5.3
3020,2.9,1,0,0.71,5.0,5.3
3021,6.4,1,0,0.71,7.5,9.8
3022,2.9,0.395,0,0.71,2.1,5.5
3023,2.9,0.395,0,0.71,2.1,5.5
3024,6.9,0.395,0,0.71,4.9,5.5
3025,6.4,0.395,0,0.71,4.6,7.8
3026,6.4,0.395,0,0.71,4.6,6.7
3027,6.9,0.395,0,0.71,4.9,5.5
3028,6.4,1,1,0.61,6.8,8.8
3029,6.4,1,0,0.71,6.5,8.8
3030,6.4,0.395,0,0.71,4.6,6.7
3031,10.0,1,0,0.71,9.0,7.2
3032,2.9,1,0,0.71,5.0,7.5
3033,2.9,1,1,0.61,4.3,6.1
3034,2.9,1,1,0.61,3.5,5.4
3035,6.4,0.395,0,0.71,4.6,7.8
3036,2.9,1,0,0.71,5.0,7.5
3037,6.4,1,1,0.61,6.8,8.8
3038,6.4,1,0,0.71,7.5,9.8
3039,2.9,1,0,0.71,5.0,7.5
3040,2.9,1,0,0.71,5.0,5.3
3041,4.9,1,0,0.71,5.5,8.1
3042,2.9,1,0,0.61,4.3,7.5
3043,2.9,1,0,0.71,5.0,7.5
3044,2.9,1,0,0.61,4.3,7.5
3045,6.4,0.395,0,0.71,4.6,7.8
3046,2.9,1,0,0.71,5.0,7.5
3047,2.9,1,0,0.71,5.0,5.3
3048,6.4,0.395,0,0.71,4.6,7.8
3049,6.4,1,1,0.61,6.8,7.8
3050,6.4,1,0,0.71,7.5,9.8
3051,2.9,1,0,0.71,5.0,5.3
3052,2.9,1,0,0.61,4.3,5.3
3053,2.9,1,1,0.61,4.3,6.5
3054,6.4,1,1,0.61,6.8,8.8
3055,2.9,1,1,0.61,4.3,6.1
3056,6.4,1,0,0.71,7.5,9.8
3057,2.9,1,1,0.61,3.5,5.4
3058,2.9,1,1,0.61,4.3,6.1
3059,6.4,1,0,0.71,6.5,8.8
3060,2.9,1,0,0.71,5.0,5.3
3061,6.4,1,1,0.61,6.8,7.8
3062,6.4,1,0,0.71,7.5,9.8
3063,6.4,1,0,0.71,7.5,9.8
3064,2.9,1,0,0.71,5.0,7.5
3065,4.9,1,1,0.61,5.8,7.1
3066,6.4,0.395,0,0.61,4.4,5.3
3067,4.9,1,0,0.71,6.4,7.2
3068,10.0,1,0,0.71,10.0,9.8
3069,2.9,0.395,0,0.71,2.1,3.8
3070,6.9,1,1,0.61,7.1,6.5
3071,6.4,1,0,0.71,7.5,9.8
3072,2.9,1,0,0.61,4.3,5.3
3073,6.4,1,0,0.71,7.5,9.8
3074,6.4,1,0,0.71,7.5,9.8
3075,6.4,1,0,0.71,7.5,9.8
3076,2.9,1,0,0.71,5.0,7.5
3077,6.4,1,0,0.71,7.5,9.8
3078,6.4,1,0,0.71,7.5,9.8
3079,2.9,1,1,0.61,4.3,6.5
3080,2.9,1,1,0.61,4.3,6.5
3081,2.9,1,1,0.61,4.3,6.5
3082,6.4,1,0,0.71,7.5,9.8
3083,6.4,1,0,0.71,7.5,9.8
3084,2.9,1,0,0.71,5.0,7.5
3085,6.4,1,1,0.61,6.0,8.0
3086,6.4,1,0,0.71,6.5,7.2
3087,4.9,1,1,0.61,5.8,5.4
3088,2.9,1,1,0.61,3.5,5.4
3089,10.0,1,1,0.61,9.3,8.8
3090,10.0,0.395,0,0.61,6.9,7.0
3091,4.9,1,0,0.71,5.5,8.1
3092,10.0,1,1,0.61,8.5,6.8
3093,2.9,1,1,0.61,4.3,6.1
3094,6.4,1,0,0.71,6.5,8.8
3095,6.4,1,0,0.71,6.5,8.8
3096,6.4,1,0,0.71,7.5,9.8
3097,2.9,1,0,0.71,5.0,7.5
3098,2.9,1,0,0.71,5.0,7.5
3099,2.9,1,0,0.71,5.0,5.3
3100,10.0,1,1,0.61,9.3,8.8
3101,2.9,1,0,0.71,5.0,5.3
3102,10.0,0.646,0,0.61,7.9,8.8
3103,2.9,0.646,0,0.71,3.3,4.3
3104,2.9,0.646,0,0.71,3.3,4.3
3105,2.9,0.646,0,0.71,3.3,4.3
3106,6.4,0.646,0,0.71,5.2,8.0
3107,2.9,0.646,0,0.71,2.7,5.7
3108,2.9,0.395,0,0.71,2.1,5.5
3109,2.9,1,1,0.61,3.5,5.4
3110,6.4,1,1,0.61,6.8,7.8
3111,6.4,1,0,0.71,7.5,9.8
3112,2.9,0.395,0,0.71,2.1,5.5
3113,6.4,1,0,0.71,7.5,9.8
3114,6.4,1,0,0.71,6.5,6.3
3115,2.9,1,0,0.71,5.0,7.5
3116,2.9,1,0,0.71,5.0,7.5
3117,2.9,0.395,0,0.71,2.1,5.5
3118,2.9,1,1,0.61,3.5,5.4
3119,4.9,1,0,0.71,6.4,9.1
3120,4.9,1,0,0.71,6.4,9.1
3121,6.9,1,0,0.71,7.8,7.5
3122,4.9,1,0,0.71,6.4,9.1
3123,2.9,1,0,0.71,5.0,7.5
3124,6.9,0.395,0,0.61,4.7,5.3
3125,6.4,1,0,0.71,7.5,9.8
3126,2.9,1,1,0.61,3.5,5.4
3127,2.9,0.395,0,0.71,2.1,5.5
3128,6.4,1,1,0.61,6.8,7.8
3129,6.9,0.395,0,0.71,4.9,5.5
3130,2.9,0.395,0,0.71,2.1,5.5
3131,6.4,1,1,0.61,6.8,7.8
3132,6.4,0.395,0,0.61,4.4,6.4
3133,10.0,0.395,0,0.71,7.2,7.8
3134,10.0,0.395,0,0.71,7.2,7.8
3135,6.4,0.395,0,0.71,4.6,7.8
3136,6.9,0.395,0,0.71,4.9,5.5
3137,6.4,1,1,0.61,6.8,7.8
3138,6.4,1,0,0.71,6.5,8.8
3139,2.9,0.395,0,0.71,2.1,5.5
3140,2.9,1,1,0.61,3.5,5.4
3141,2.9,1,1,0.61,3.5,5.4
3142,10.0,1,1,0.61,9.3,8.8
3143,6.4,1,1,0.61,6.8,8.8
3144,6.4,1,0,0.71,6.5,8.8
3145,6.4,0.395,0,0.71,4.6,7.8
3146,6.4,1,1,0.61,6.8,7.8
3147,6.4,1,1,0.61,6.8,7.8
3148,6.4,1,1,0.61,6.8,7.8
3149,6.4,0.395,0,0.71,4.6,7.8
3150,10.0,1,1,0.61,9.3,7.8
3151,10.0,0.395,0,0.71,7.2,7.8
3152,6.4,1,1,0.61,6.8,7.8
3153,6.4,1,0,0.71,7.5,9.8
3154,6.4,1,0,0.71,7.5,9.8
3155,2.9,1,0,0.71,5.0,5.3
3156,2.9,1,1,0.61,3.5,5.4
3157,10.0,1,0,0.71,9.0,8.8
3158,10.0,0.395,0,0.71,7.2,6.7
3159,2.9,1,0,0.71,5.0,7.5
3160,2.9,1,0,0.71,5.0,7.5
3161,6.4,1,0,0.71,7.5,9.8
3162,6.4,1,1,0.61,6.8,7.8
3163,10.0,0.395,1,0.61,6.9,7.8
3164,2.9,1,0,0.71,5.0,7.5
3165,4.9,1,0,0.71,6.4,9.1
3166,4.9,1,0,0.71,6.4,8.2
3167,2.9,1,0,0.71,5.0,7.5
3168,2.9,1,1,0.61,3.5,5.4
3169,6.4,1,0,0.71,7.5,9.8
3170,2.9,1,1,0.61,4.3,8.1
3171,6.4,0.395,0,0.71,4.6,7.8
3172,4.9,1,1,0.61,5.8,6.1
3173,8.5,1,0,0.71,8.0,8.8
3174,6.4,1,0,0.71,6.5,8.8
3175,4.9,1,0,0.71,6.4,6.5
3176,6.4,1,0,0.71,6.5,9.9
3177,6.4,1,0,0.71,6.5,8.8
3178,2.9,1,0,0.71,5.0,7.5
3179,10.0,1,0,0.71,9.0,7.2
3180,6.4,1,1,0.61,6.8,7.8
3181,2.9,0.395,1,0.61,1.9,4.3
3182,2.9,0.395,0,0.71,2.1,4.6
3183,2.9,1,1,0.61,4.3,6.1
3184,2.9,1,1,0.61,3.5,4.8
3185,2.9,0.646,0,0.71,3.3,6.5
3186,2.9,1,0,0.71,5.0,7.5
3187,6.4,1,1,0.61,6.8,7.8
3188,2.9,1,1,0.61,4.3,6.5
3189,6.4,1,0,0.71,6.5,8.8
3190,2.9,1,1,0.61,3.5,5.4
3191,6.4,1,1,0.61,6.8,8.8
3192,6.4,0.395,0,0.71,4.6,7.8
3193,2.9,1,1,0.35,2.6,5.3
3194,6.4,0.395,0,0.71,4.6,7.8
3195,10.0,1,0,0.71,10.0,9.8
3196,2.9,1,1,0.61,4.3,5.5
3197,2.9,1,1,0.61,4.3,6.1
3198,2.9,1,0,0.71,4.0,6.5
3199,6.4,1,1,0.61,6.8,8.8
3200,2.9,1,1,0.61,4.3,6.5
3201,2.9,1,1,0.61,4.3,6.5
3202,2.9,1,0,0.71,5.0,7.5
3203,10.0,1,0,0.71,10.0,9.8
3204,10.0,0.395,0,0.71,7.2,7.8
3205,6.4,1,0,0.71,7.5,9.8
3206,10.0,0.395,0,0.61,6.9,7.0
3207,4.9,1,0,0.61,5.8,7.4
3208,2.9,1,0,0.71,5.0,7.5
3209,6.4,1,0,0.71,7.5,9.8
3210,6.4,1,0,0.71,7.5,9.8
3211,2.9,1,1,0.61,4.3,6.1
3212,2.9,1,1,0.61,4.3,9.6
3213,10.0,1,0,0.71,9.0,8.8
3214,2.9,1,0,0.71,5.0,7.5
3215,6.4,0.395,0,0.71,4.6,7.8
3216,2.9,1,1,0.61,4.3,6.1
3217,2.9,1,0,0.71,5.0,7.5
3218,2.9,1,1,0.61,4.3,6.1
3219,6.4,0.395,1,0.61,4.4,7.8
3220,6.4,0.395,0,0.71,4.6,6.7
3221,2.9,0.395,0,0.71,2.1,5.5
3222,2.9,1,1,0.61,3.5,5.4
3223,2.9,1,1,0.61,4.3,6.1
3224,10.0,1,1,0.61,9.3,7.8
3225,2.9,1,1,0.61,3.5,5.4
3226,6.4,1,1,0.61,6.8,8.8
3227,2.9,1,1,0.61,4.3,6.5
3228,2.9,1,0,0.71,5.0,7.5
3229,10.0,1,0,0.71,9.0,8.8
3230,2.9,1,1,0.61,3.5,4.8
3231,6.4,1,0,0.71,7.5,9.8
3232,2.9,1,0,0.71,5.0,5.3
3233,2.9,1,1,0.61,4.3,6.1
3234,6.4,1,1,0.61,6.8,8.8
3235,4.9,1,1,0.61,5.8,6.1
3236,2.9,1,0,0.71,4.0,4.3
3237,2.9,1,1,0.61,4.3,6.5
3238,6.9,1,0,0.71,7.8,7.5
3239,2.9,1,1,0.61,3.5,5.4
3240,6.4,0.395,0,0.71,4.6,7.8
3241,4.9,1,0,0.71,5.5,5.4
3242,10.0,0.395,0,0.71,7.2,7.8
3243,2.9,1,0,0.61,4.3,5.9
3244,2.9,1,0,0.71,5.0,7.5
3245,10.0,1,1,0.61,8.5,7.3
3246,2.9,1,1,0.61,3.5,5.4
3247,6.4,1,1,0.61,6.8,8.8
3248,4.9,1,0,0.71,5.5,5.4
3249,2.9,1,0,0.71,5.0,7.5
3250,10.0,1,0,0.71,9.0,8.8
3251,2.9,0.395,0,0.71,2.1,5.5
3252,2.9,1,0,0.61,4.3,5.9
3253,2.9,1,1,0.61,4.3,6.1
3254,10.0,1,1,0.61,9.3,8.8
3255,2.9,1,1,0.61,3.5,5.4
3256,2.9,1,1,0.61,4.3,6.1
3257,2.9,1,0,0.71,4.0,2.7
3258,2.9,1,1,0.61,4.3,6.1
3259,6.4,1,0,0.71,6.5,8.8
3260,2.9,1,0,0.71,5.0,5.3
3261,2.9,1,0,0.71,5.0,5.3
3262,2.9,1,0,0.71,4.0,4.3
3263,2.9,1,1,0.61,4.3,6.1
3264,2.9,1,0,0.71,5.0,5.3
3265,2.9,1,1,0.61,4.3,6.1
3266,2.9,1,1,0.61,4.3,6.1
3267,6.4,1,0,0.71,6.5,8.8
3268,2.9,1,1,0.61,4.3,6.1
3269,6.4,1,0,0.71,6.5,8.8
3270,6.9,1,0,0.71,7.8,7.5
3271,2.9,1,0,0.71,5.0,7.5
3272,4.9,1,0,0.71,5.5,8.1
3273,2.9,1,0,0.71,4.0,4.3
3274,2.9,1,0,0.71,4.0,6.5
3275,2.9,1,1,0.61,4.3,6.1
3276,6.4,1,1,0.61,6.8,8.6
3277,2.9,1,0,0.71,4.0,6.5
3278,2.9,1,0,0.71,4.0,6.5
3279,4.9,1,0,0.61,4.9,3.5
3280,2.9,1,1,0.61,3.5,5.4
3281,4.9,1,0,0.71,5.5,6.5
3282,2.9,1,1,0.61,3.5,5.4
3283,2.9,1,0,0.71,4.0,4.3
3284,2.9,1,0,0.71,4.0,4.3
3285,2.9,1,1,0.61,3.5,4.8
3286,4.9,1,0,0.71,5.5,5.4
3287,2.9,1,1,0.61,4.3,6.5
3288,6.4,1,0,0.71,6.5,7.2
3289,4.9,1,0,0.71,5.5,8.1
3290,4.9,1,0,0.71,5.5,9.6
3291,4.9,1,0,0.71,5.5,7.1
3292,4.9,1,0,0.71,5.5,5.4
3293,6.4,1,0,0.71,6.5,8.8
3294,6.4,1,0,0.71,7.5,8.8
3295,4.9,1,0,0.61,4.9,5.4
3296,2.9,1,0,0.71,5.0,5.8
3297,4.9,1,0,0.71,5.5,8.1
3298,2.9,0.395,0,0.71,2.1,5.5
3299,4.9,1,0,0.71,6.4,10.0
3300,2.9,1,1,0.61,3.5,4.8
3301,6.4,1,0,0.71,6.5,7.2
3302,2.9,1,0,0.71,4.0,6.5
3303,6.4,1,0,0.71,6.5,7.2
3304,2.9,1,0,0.71,4.0,4.3
3305,2.9,1,0,0.71,5.0,7.5
3306,6.4,1,0,0.61,6.0,4.7
3307,2.9,1,0,0.71,4.0,2.7
3308,6.4,1,0,0.71,6.5,8.8
3309,2.9,1,1,0.61,3.5,5.4
3310,2.9,1,0,0.71,4.0,6.5
3311,2.9,1,0,0.71,4.0,4.3
3312,2.9,1,0,0.71,5.0,9.8
3313,2.9,1,0,0.71,4.0,4.3
3314,2.9,1,0,0.71,5.0,5.3
3315,2.9,1,0,0.71,5.0,7.5
3316,2.9,1,0,0.71,4.0,4.3
3317,2.9,1,0,0.71,4.0,4.9
3318,4.9,1,1,0.61,4.9,7.3
3319,2.9,1,0,0.71,4.0,4.3
3320,6.4,1,1,0.61,6.8,8.8
3321,2.9,1,0,0.71,4.0,6.5
3322,6.4,1,0,0.71,6.5,8.3
3323,6.4,1,0,0.71,6.5,7.2
3324,2.9,1,0,0.61,4.3,7.7
3325,2.9,1,0,0.61,3.5,6.5
3326,4.9,1,0,0.71,5.5,7.1
3327,2.9,1,0,0.61,3.5,4.3
3328,6.4,1,0,0.61,6.0,7.5
3329,2.9,1,1,0.61,3.5,4.8
3330,2.9,1,1,0.61,3.5,6.5
3331,6.4,0.395,1,0.35,3.7,6.7
3332,2.9,1,1,0.61,3.5,5.4
3333,2.9,1,1,0.61,3.5,5.4
3334,2.9,1,0,0.71,4.0,4.3
3335,2.9,1,0,0.71,5.0,7.5
3336,2.9,1,0,0.71,4.0,4.3
3337,2.9,1,1,0.61,3.5,4.8
3338,2.9,1,1,0.61,3.5,4.8
3339,2.9,1,1,0.61,3.5,5.4
3340,6.4,1,1,0.61,6.0,6.5
3341,6.4,0.395,0,0.71,4.6,7.8
3342,2.9,1,0,0.61,3.5,8.7
3343,2.9,1,0,0.71,4.0,4.9
3344,2.9,1,0,0.71,4.0,2.7
3345,2.9,1,0,0.71,4.0,8.8
3346,2.9,0.395,0,0.71,2.1,4.4
3347,2.9,1,1,0.61,3.5,5.4
3348,2.9,1,0,0.71,4.0,6.5
3349,10.0,1,0,0.71,9.0,9.1
3350,2.9,1,0,0.71,4.0,5.7
3351,2.9,1,0,0.71,4.0,4.3
3352,6.4,1,1,0.61,6.8,8.8
3353,2.9,1,1,0.61,4.3,4.3
3354,2.9,1,0,0.71,5.0,6.5
3355,2.9,1,0,0.71,5.0,5.3
3356,2.9,0.395,0,0.71,2.1,3.2
3357,2.9,1,0,0.71,4.0,4.3
3358,4.9,1,0,0.71,5.5,8.1
3359,4.9,1,0,0.71,6.4,8.2
3360,2.9,1,0,0.71,4.0,4.3
3361,2.9,0.395,0,0.71,2.1,5.5
3362,4.9,1,0,0.71,5.5,7.6
3363,6.4,0.395,0,0.71,4.6,7.8
3364,4.9,0.395,0,0.61,3.3,3.9
3365,2.9,0.395,0,0.71,2.1,3.2
3366,10.0,1,0,0.71,9.0,8.8
3367,10.0,1,0,0.71,9.0,8.8
3368,10.0,0.395,0,0.71,7.2,7.8
3369,10.0,1,0,0.61,9.3,9.0
3370,4.9,1,0,0.71,6.4,8.2
3371,6.4,1,1,0.61,6.8,8.8
3372,6.4,1,0,0.71,7.5,9.8
3373,6.4,1,0,0.71,7.5,9.8
3374,4.9,1,0,0.71,6.4,9.1
3375,2.9,1,0,0.71,5.0,7.5
3376,6.4,1,0,0.71,6.5,8.8
3377,6.4,0.395,1,0.61,4.4,7.3
3378,2.9,1,0,0.71,5.0,7.5
3379,6.4,1,0,0.71,7.5,9.8
3380,6.4,1,0,0.71,7.5,9.8
3381,10.0,1,1,0.61,9.3,8.8
3382,6.4,1,0,0.71,7.5,9.8
3383,6.4,1,0,0.71,7.5,9.8
3384,6.4,1,0,0.71,7.5,9.8
3385,6.4,1,0,0.71,7.5,9.8
3386,6.4,1,0,0.71,7.5,9.8
3387,4.9,1,0,0.71,5.5,7.1
3388,2.9,0.395,0,0.71,2.1,5.5
3389,6.4,1,0,0.71,6.5,8.3
3390,2.9,1,1,0.61,3.5,5.4
3391,6.4,1,0,0.61,6.0,6.0
3392,10.0,1,0,0.71,9.0,8.8
3393,2.9,1,0,0.71,5.0,7.5
3394,2.9,1,0,0.71,5.0,7.5
3395,6.4,1,1,0.61,6.8,8.8
3396,2.9,1,0,0.71,5.0,5.3
3397,2.9,1,0,0.71,5.0,7.5
3398,2.9,1,0,0.71,5.0,7.5
3399,2.9,1,1,0.61,4.3,6.5
3400,6.4,1,0,0.71,7.5,9.8
3401,2.9,1,1,0.61,4.3,5.5
3402,2.9,1,1,0.61,3.5,4.8
3403,2.9,1,0,0.71,4.0,6.5
3404,7.8,0.646,0,0.71,6.8,7.1
3405,2.9,1,1,0.61,4.3,6.5
3406,2.9,1,1,0.61,4.3,6.1
3407,6.4,1,1,0.61,6.8,7.8
3408,2.9,1,1,0.61,3.5,5.4
3409,2.9,1,0,0.71,5.0,5.9
3410,2.9,1,1,0.61,4.3,6.1
3411,10.0,0.395,0,0.71,7.2,7.8
3412,2.9,1,0,0.71,5.0,7.5
3413,6.4,1,0,0.71,7.5,9.8
3414,2.9,0.395,0,0.71,2.1,5.5
3415,2.9,0.395,0,0.71,2.1,5.5
3416,2.9,1,1,0.61,4.3,6.5
3417,2.9,1,1,0.61,4.3,6.5
3418,6.4,0.395,0,0.71,4.6,7.8
3419,2.9,1,1,0.61,4.3,6.5
3420,6.4,1,0,0.71,7.5,9.8
3421,6.4,1,0,0.71,6.5,8.8
3422,2.9,1,0,0.71,4.0,6.5
3423,6.4,1,0,0.71,6.5,8.8
3424,10.0,1,0,0.71,9.0,8.8
3425,2.9,1,0,0.71,5.0,7.5
3426,2.9,1,1,0.61,4.3,6.1
3427,6.4,1,0,0.71,7.5,9.8
3428,6.4,1,0,0.71,7.5,9.8
3429,6.4,1,0,0.71,7.5,9.8
3430,6.4,1,1,0.61,6.8,8.8
3431,2.9,1,1,0.61,3.5,5.4
3432,6.4,0.395,0,0.71,4.6,7.8
3433,2.9,0.395,0,0.71,2.1,4.6
3434,2.9,0.395,0,0.61,1.9,4.2
3435,6.4,0.395,0,0.71,4.6,6.8
3436,10.0,0.395,0,0.71,7.2,6.8
3437,2.9,0.395,0,0.71,2.1,4.6
3438,6.4,0.395,0,0.71,4.6,6.8
3439,2.9,0.395,0,0.71,2.1,4.6
3440,6.4,0.395,0,0.71,4.6,7.8
3441,2.9,0.395,0,0.71,2.1,4.6
3442,10.0,0.395,0,0.71,7.2,6.8
3443,2.9,0.395,0,0.71,2.1,4.6
3444,2.9,0.395,0,0.71,2.1,5.5
3445,2.9,1,0,0.71,4.0,6.5
3446,2.9,1,1,0.61,3.5,4.8
3447,2.9,1,1,0.61,4.3,6.5
3448,2.9,1,1,0.61,3.5,5.4
3449,4.9,1,0,0.61,5.8,7.4
3450,2.9,1,1,0.61,4.3,6.1
3451,6.4,1,0,0.71,7.5,9.8
3452,4.9,1,0,0.71,6.4,9.1
3453,4.9,1,1,0.61,5.8,6.1
3454,2.9,1,1,0.61,3.5,4.8
3455,6.4,1,1,0.61,6.8,7.8
3456,6.4,1,1,0.61,6.8,7.8
3457,2.9,1,1,0.61,4.3,5.5
3458,2.9,1,1,0.61,4.3,5.5
3459,2.9,1,1,0.61,4.3,5.5
3460,2.9,1,1,0.61,4.3,5.5
3461,6.4,1,0,0.71,7.5,9.8
3462,10.0,1,0,0.71,10.0,10.0
3463,6.4,1,0,0.71,7.5,9.8
3464,6.4,1,0,0.71,7.5,9.8
3465,6.4,1,0,0.71,7.5,9.8
3466,6.4,1,0,0.71,7.5,9.8
3467,2.9,0.395,0,0.71,2.1,5.5
3468,2.9,0.395,0,0.71,2.1,5.5
3469,2.9,0.395,0,0.71,2.1,5.5
3470,2.9,0.395,0,0.71,2.1,5.5
3471,10.0,0.395,0,0.71,7.2,8.8
3472,10.0,0.395,0,0.71,7.2,8.8
3473,10.0,0.395,0,0.71,7.2,8.8
3474,10.0,0.395,0,0.71,7.2,8.8
3475,2.9,0.395,0,0.71,2.1,5.5
3476,2.9,0.395,0,0.71,2.1,5.5
3477,2.9,0.395,0,0.71,2.1,5.5
3478,10.0,0.395,0,0.71,7.2,8.8
3479,6.4,0.395,0,0.71,4.6,7.8
3480,6.4,1,1,0.61,6.8,7.8
3481,4.9,0.395,0,0.71,3.6,7.1
3482,2.9,0.395,0,0.71,2.1,3.3
3483,2.9,1,1,0.61,4.3,5.5
3484,6.4,1,0,0.71,6.5,8.8
3485,6.4,1,0,0.71,6.5,8.8
3486,2.9,1,0,0.71,4.0,4.9
3487,2.9,1,0,0.61,4.3,5.9
3488,6.4,0.395,0,0.71,4.6,7.8
3489,2.9,1,0,0.71,5.0,7.5
3490,6.4,1,1,0.61,6.8,8.8
3491,10.0,0.395,0,0.71,7.2,7.8
3492,10.0,0.395,0,0.71,7.2,7.8
3493,10.0,0.395,0,0.71,7.2,7.8
3494,6.4,0.395,0,0.71,4.6,7.8
3495,6.4,0.395,0,0.71,4.6,7.8
3496,6.4,0.395,0,0.71,4.6,7.8
3497,10.0,0.395,0,0.71,7.2,8.8
3498,10.0,0.395,0,0.71,7.2,7.8
3499,6.4,1,1,0.61,6.8,8.8
3500,6.4,1,1,0.61,6.8,7.8
3501,6.4,1,1,0.61,6.8,7.8
3502,6.4,1,1,0.61,6.8,8.8
3503,6.4,0.395,0,0.71,4.6,7.8
3504,6.4,1,0,0.71,7.5,9.8
3505,6.4,1,1,0.61,6.8,8.8
3506,2.9,1,0,0.71,5.0,7.5
3507,6.4,0.395,0,0.71,4.6,7.8
3508,6.4,1,1,0.61,6.8,8.8
3509,2.9,1,1,0.61,4.3,6.1
3510,2.9,1,1,0.61,4.3,6.1
3511,2.9,1,1,0.61,4.3,6.1
3512,6.4,1,1,0.61,6.8,8.8
3513,6.4,0.395,0,0.71,4.6,7.8
3514,6.4,1,1,0.61,6.8,8.8
3515,2.9,1,0,0.71,5.0,7.5
3516,2.9,0.395,0,0.71,2.1,5.5
3517,2.9,1,0,0.71,5.0,7.5
3518,6.4,1,1,0.61,6.8,8.8
3519,6.4,0.395,0,0.71,4.6,7.8
3520,6.4,0.646,0,0.71,5.8,8.8
3521,2.9,0.646,0,0.71,3.3,6.5
3522,2.9,0.646,0,0.71,3.3,6.5
3523,2.9,1,1,0.61,4.3,6.1
3524,2.9,1,0,0.35,2.1,3.5
3525,6.4,0.395,0,0.71,4.6,7.8
3526,2.9,0.395,0,0.71,2.1,5.5
3527,2.9,1,0,0.61,4.3,5.9
3528,2.9,1,0,0.61,4.3,5.9
3529,2.9,1,0,0.61,4.3,5.9
3530,2.9,1,0,0.71,5.0,7.5
3531,6.4,1,0,0.71,7.5,9.8
3532,6.4,0.395,0,0.71,4.6,7.8
3533,6.4,1,1,0.61,6.8,8.8
3534,2.9,1,0,0.71,5.0,7.5
3535,2.9,1,0,0.71,5.0,7.5
3536,2.9,1,0,0.71,5.0,7.5
3537,2.9,0.395,0,0.71,2.1,4.6
3538,2.9,1,1,0.61,4.3,6.1
3539,2.9,1,1,0.61,4.3,6.1
3540,6.4,0.395,0,0.71,4.6,7.8
3541,6.4,0.395,0,0.61,4.4,7.0
3542,2.9,0.395,0,0.71,2.1,5.5
3543,2.9,0.395,0,0.71,2.1,5.5
3544,2.9,1,1,0.61,4.3,6.1
3545,8.5,0.395,0,0.71,6.1,7.8
3546,2.9,1,0,0.71,5.0,7.5
3547,6.4,1,0,0.71,7.5,9.8
3548,4.9,0.395,0,0.71,3.6,7.1
3549,6.4,1,0,0.71,7.5,9.8
3550,6.4,1,1,0.61,6.8,8.8
3551,6.4,1,1,0.61,6.8,8.8
3552,6.4,1,1,0.61,6.8,8.8
3553,2.9,1,1,0.61,3.5,5.4
3554,4.9,1,0,0.71,6.4,6.5
3555,8.5,0.395,0,0.71,6.1,7.8
3556,2.9,1,0,0.71,5.0,7.5
3557,6.4,0.395,0,0.71,4.6,7.8
3558,2.9,1,0,0.71,5.0,7.5
3559,6.4,1,1,0.61,6.8,7.8
3560,2.9,1,1,0.61,4.3,6.1
3561,2.9,1,1,0.61,4.3,6.1
3562,2.9,1,0,0.71,5.0,7.5
3563,2.9,1,1,0.61,4.3,6.1
3564,6.4,1,0,0.71,7.5,9.8
3565,2.9,0.395,0,0.71,2.1,5.5
3566,6.4,1,1,0.61,6.0,8.0
3567,2.9,0.395,0,0.61,1.9,2.5
3568,6.4,0.395,0,0.71,4.6,7.8
3569,2.9,1,1,0.61,3.5,4.8
3570,6.4,1,1,0.61,6.8,8.8
3571,2.9,0.395,0,0.71,2.1,5.5
3572,6.4,1,0,0.71,6.5,8.8
3573,6.4,0.395,0,0.71,4.6,7.8
3574,6.4,0.395,0,0.71,4.6,7.8
3575,6.4,1,0,0.61,6.8,7.7
3576,6.4,1,0,0.71,7.5,9.8
3577,10.0,1,0,0.71,9.0,8.8
3578,10.0,1,0,0.71,9.0,7.2
3579,4.9,0.395,0,0.71,3.6,4.4
3580,6.4,1,1,0.61,6.8,8.8
3581,6.4,0.395,0,0.71,4.6,7.8
